"code_insee_com","nom_com","RR_med","NBJRR5_med","NBJRR1_med","NBJRR10_med","Tmin_med","Tmax_med","Tens_vap_med","Force_vent_med","Insolation_med","Rayonnement_med","niveau_vie_median_2021"
30305,"Salindres",52,3,6,2,7.5,18.5,10.4,2.8,3865.5,13845,20280
30306,"Salinelles",46.85,3,5,1,8.3,19.9,11.1,2.5,4205,15149,24550
30307,"Salles-du-Gardon",92.5,4,6,3,8.8,17.9,9.6,2.7,3865.5,13845,16820
30308,"Sanilhac-Sagriès",51.1,3,5,2,8.3,19.1,10.75,1.7,4324.5,14620,22350
30312,"Sauveterre",51,3,5,2,9.3,20.8,11.1,3.9,4377,14986,24680
30313,"Sauzet",55.8,3,5,2,8.3,21.2,10.4,2.8,4324.5,14620,22950
30315,"Saze",52.4,3,5,2,8.7,19.8,5.6,3.9,4377,14986,24560
30316,"Sénéchas",67.75,4,7,2,7.9,16.4,9.6,2.7,3865.5,13845,19480
30317,"Sernhac",53.1,3,5,2,10.2,20.2,11.4,3.3,3442,6978,22530
30318,"Servas",52,3,6,2,7.5,18.5,10.4,2.8,4150,14931.5,24330
30319,"Serviers-et-Labaume",49.2,3,6,2,8.3,19.1,10.75,1.7,4150,14931.5,22880
30320,"Seynes",49.2,3,6,2,9,17,10.1,2.7,4150,14931.5,20920
30321,"Sommières",45.6,2,5,1,8.3,19.9,11.1,2.5,4205,15149,20190
30323,"Soustelle",92.5,4,6,3,8.8,17.9,9.6,2.7,3865.5,13845,19300
30324,"Souvignargues",46.85,3,5,1,8.3,19.9,11.1,2.5,4205,15149,23900
30326,"Tavel",52.3,2,4,2,8.5,20.1,11.1,3.9,4377,14986,24260
30328,"Théziers",43.5,2,5,2,10.2,20.2,11.4,3.3,4377,14986,22350
30331,"Tresques",50.15,3,5,2,7.5,17.6,11.1,4.8,4164,14547,24350
30333,"Uchaud",53,2,2,2,9.5,19.7,10.85,3.6,3851.5,14382.5,21440
30334,"Uzès",51.1,3,5,2,8.3,19.1,10.75,1.7,4324.5,14620,20910
30336,"Vallabrègues",43.5,2,5,2,10.2,20.2,11.4,3.3,3442,6978,22090
30337,"Vallabrix",51.1,3,5,2,8.35,18.6,11.1,3.1,4150,14931.5,22050
30338,"Vallérargues",55.4,3,6,2,9,17,10.1,2.7,4150,14931.5,21100
30340,"Valliguières",52.3,2,4,2,8.35,18.6,11.1,3.1,4377,14986,23420
30341,"Vauvert",36.1,2,4,1,9.5,19.7,10.85,3.6,3851.5,14382.5,19990
30342,"Vénéjan",52.45,3,5,2,9.55,19.75,11.1,4.8,4164,14547,26410
30343,"Verfeuil",55.4,3,6,2,7.5,17.6,10.1,2.7,4150,14931.5,22420
30344,"Vergèze",41,2,4,1,9.7,20.4,12.3,3.6,3851.5,14382.5,23860
30345,"Vernarède",109,4,7,3,8.8,17.9,9.6,2.7,3865.5,13845,18680
30346,"Vers-Pont-du-Gard",53.1,3,5,2,8.35,18.6,11.1,3.1,4324.5,14620,23130
30347,"Vestric-et-Candiac",53,2,2,2,9.5,19.7,10.85,3.6,3851.5,14382.5,22380
30348,"Vézénobres",54.7,3,6,2,9.4,19.55,10.4,2.8,3865.5,13845,23250
30351,"Villeneuve-lès-Avignon",51,3,5,2,8.5,20.1,11.1,3.9,4377,14986,27590
30352,"Villevieille",46.85,3,5,1,8.3,19.9,11.1,2.5,4205,15149,25330
30355,"Saint-Paul-les-Fonts",52.3,2,4,2,7.5,17.6,11.1,4.8,4164,14547,23980
30356,"Rodilhan",45.45,2,5,1,9.5,19.5,10.7,3.3,4324.5,14620,23140
31001,"Agassac",59.5,4,6,2,9.4,18.1,11.7,3.6,3884,14003,20370
31002,"Aignes",52.1,3,7,2,9.9,19.4,11.9,3.3,3371,12963,25830
31003,"Aigrefeuille",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,32490
31004,"Ayguesvives",54.65,4,8,1,9.9,19.4,11.7,3,3556,13450,28200
31005,"Alan",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,23630
31006,"Albiac",63.1,4,8,2,8.6,18.45,11.4,4.6,3605,15422,25480
31008,"Anan",59.5,4,6,2,7.4,18.6,11.7,3.6,3884,14003,21040
31010,"Antignac",73.2,4,9,2,5.45,17.9,9.9,1.6,3285,12622,22030
31011,"Arbas",89.2,6,9,3,7.8,18.8,11.3,1.8,3884,14003,19950
31013,"Ardiège",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,23690
31018,"Arnaud-Guilhem",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,22460
31020,"Aspet",106.45,6,7.5,4,7.8,18.8,11.3,1.8,3884,14003,19880
31021,"Aspret-Sarrat",73,6,9,3,6.55,18.25,11.1,2.2,3373,13106.5,26070
31022,"Aucamville",51.2,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,22860
31023,"Aulon",55.3,4,8,2,6.1,18.3,11.3,1.8,3884,14003,19670
31024,"Auragne",52.1,3,7,2,9.9,19.4,12.1,2.9,3982,14329.5,23950
31025,"Aureville",46.9,3,7,1,9.5,19.4,12.1,2.9,3982,14329.5,34680
31026,"Auriac-sur-Vendinelle",63.1,4,8,2,8.6,18.45,11.4,4.6,3605,15422,23450
31027,"Auribail",51.65,3.5,8,2,8.2,18.8,11.5,3.3,3522.5,13496,24140
31028,"Aurignac",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,20520
31029,"Aurin",54.65,4,8,1,8.6,18.45,11.7,3,3556,13450,27040
31031,"Ausson",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22050
31032,"Aussonne",49.65,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,26070
31033,"Auterive",52.1,3,7,2,9.9,19.4,12.1,2.9,3982,14329.5,22080
31034,"Auzas",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,22350
31035,"Auzeville-Tolosane",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,29070
31036,"Auzielle",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,29890
31037,"Avignonet-Lauragais",33.35,3,5.5,1,12.8,24,11.7,3,3556,13450,24320
31038,"Azas",44.5,3,7.5,1,8.2,20.5,13,1.9,3455,13217,26960
31041,"Bagiry",61.25,5,6,3,0.9,11.4,11.1,2.2,3373,13106.5,22760
31042,"Bagnères-de-Luchon",54.5,3,6,1,5.45,17.9,9.9,1.6,3285,12622,20320
31043,"Balesta",73,5,9,3,7,18.3,11.2,2.2,3522.5,13426.5,22100
31044,"Balma",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,28580
31045,"Barbazan",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,21160
31048,"Baziège",54.65,4,8,1,9.9,19.4,11.7,3,3556,13450,25570
31049,"Bazus",51.6,3,9,1,4.6,12.4,11.3,3.6,3378,12998.5,29440
31050,"Beauchalot",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,20120
31051,"Beaufort",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,24320
31052,"Beaumont-sur-Lèze",51.65,3.5,8,2,8.2,18.8,11.5,3.3,3522.5,13496,25190
31053,"Beaupuy",51.6,3,9,1,4.6,12.4,12.1,2.9,3982,14329.5,30020
31054,"Beauteville",33.35,3,5.5,1,8.4,18.35,11.7,3,3556,13450,28540
31055,"Beauville",48.5,3,7,1,8.6,18.45,11.7,3,3556,13450,24170
31056,"Beauzelle",49.65,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,24650
31057,"Belberaud",54.65,4,8,1,9.5,19.4,12.1,2.9,3982,14329.5,29720
31058,"Belbèze-de-Lauragais",52.1,3,7,2,9.9,19.4,12.1,2.9,3982,14329.5,31100
31059,"Belbèze-en-Comminges",53.5,3,8,1.5,8.7,20.45,11.3,1.9,3208.5,12950,21530
31060,"Bélesta-en-Lauragais",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,22770
31061,"Bellegarde-Sainte-Marie",57,4,9,2,9.9,17.7,12.2,3.2,3536.5,12600.5,27790
31063,"Benque",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3884,14003,23820
31065,"Bérat",47,3,7,2,7.6,18,11.9,2.5,3664,13465,23880
31066,"Bessières",54.1,4,9,2,4.6,12.4,13,3,3239.5,12941.5,23110
31069,"Blagnac",49.65,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,25350
31070,"Blajan",68.35,4,9,2,7.4,18.6,11.2,2.2,3522.5,13426.5,20350
31071,"Bois-de-la-Pierre",47,3,7,2,7.6,18,11.9,2.5,3664,13465,23160
31073,"Bondigoux",54.1,4,9,2,4.6,12.4,11.2,3,3239.5,12941.5,24930
31074,"Bonrepos-Riquet",51.6,3,9,1,4.6,12.4,13,2.9,3982,14329.5,29460
31075,"Bonrepos-sur-Aussonnelle",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,28150
31076,"Bordes-de-Rivière",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22250
31077,"Born",54.1,4,9,2,4.6,12.4,11.2,3,3239.5,12941.5,23720
31078,"Boudrac",73,5,9,3,7,18.3,11.2,2.2,3522.5,13426.5,22120
31079,"Bouloc",54.1,4,9,2,4.6,12.4,12.5,2.3,3593,13187,27260
31080,"Boulogne-sur-Gesse",68.35,4,9,2,7.4,18.6,11.2,2.2,3522.5,13426.5,19490
31082,"Bourg-Saint-Bernard",63.1,4,8,2,8.6,18.45,11.8,1.9,3455,13217,25430
31083,"Boussan",55.3,4,8,2,6.1,18.3,11.3,1.8,3884,14003,21850
31084,"Boussens",79.8,5,10,3,7.35,19.4,11.3,1.9,3884,14003,22460
31085,"Boutx",106.45,6,7.5,4,6.6,17.8,9.9,1.6,3285,12622,20020
31087,"Bragayrac",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,24210
31088,"Brax",51.7,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,30110
31089,"Bretx",51.7,3,8,1,8.4,18.9,11.6,3,3834,14927,29070
31090,"Brignemont",51.25,3,8,1,9.9,17.7,12.2,3.2,3536.5,12600.5,21630
31091,"Bruguières",51.2,3,8,1,4.6,12.4,12.5,2.3,3593,13187,25540
31092,"Burgalays",77.2,5,9,2,5.45,17.9,9.9,1.6,3285,12622,23580
31093,"Burgaud",47.9,3,7,1,8.4,18.9,11.6,3,3834,14927,22730
31094,"Buzet-sur-Tarn",44.5,3,7.5,1,8.2,20.5,13,3,3239.5,12941.5,25560
31095,"Cabanac-Cazaux",73,6,9,3,6.55,18.25,11.1,2.2,3373,13106.5,22980
31096,"Cabanac-Séguenville",51.25,3,8,1,9.2,18.8,11.6,3,3834,14927,22330
31097,"Cabanial",63.1,4,8,2,9.5,17.6,11.4,4.6,3605,15422,23700
31098,"Cadours",53.2,4,8,1,9.9,17.7,12.2,3.2,3536.5,12600.5,23040
31099,"Caignac",55.15,4,7,2,8.4,18.35,11.7,3,3556,13450,23960
31100,"Calmont",54,4,8,1,7.85,18.1,11.9,3.3,3371,12963,23560
31101,"Cambernard",48.8,3,8,1,7.6,18,11.9,2.5,3664,13465,25100
31102,"Cambiac",48.5,3,7,1,8.6,18.45,11.4,4.6,3605,15422,26510
31104,"Capens",51.7,4,8,2,7.6,18,11.9,2.5,3664,13465,23990
31105,"Caragoudes",54.65,4,8,1,8.6,18.45,11.7,3,3556,13450,27750
31106,"Caraman",63.1,4,8,2,8.6,18.45,11.7,3,3556,13450,24710
31107,"Carbonne",47,3,7,2,7.6,18,11.9,2.5,3664,13465,22590
31108,"Cardeilhac",68.35,4,9,2,7.4,18.6,11.1,2.2,3373,13106.5,18540
31109,"Cassagnabère-Tournas",55.3,4,8,2,6.1,18.3,11.3,1.8,3884,14003,19470
31110,"Cassagne",79.8,5,10,3,8.7,20.45,11.3,1.9,3884,14003,24240
31111,"Castagnac",57.25,4,8,2,8,17.2,11.55,2.8,3522.5,13496,21720
31112,"Castagnède",64.85,4,9,2,7.8,18.8,11.3,1.8,3884,14003,23040
31113,"Castanet-Tolosan",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,25080
31114,"Castelbiague",64.85,4,9,2,7.8,18.8,11.3,1.8,3884,14003,21970
31116,"Castelginest",51.2,3,8,1,4.6,12.4,11.3,3.6,3378,12998.5,23790
31117,"Castelmaurou",51.6,3,9,1,4.6,12.4,12.1,2.9,3982,14329.5,28780
31118,"Castelnau-d'Estrétefonds",53,4,8,2,8.6,19.4,12.5,2.3,3593,13187,24980
31119,"Castelnau-Picampeau",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3664,13465,22170
31120,"Castéra",51.7,3,8,1,8.4,18.9,11.6,3,3834,14927,27420
31124,"Castillon-de-Saint-Martory",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,21880
31126,"Caubiac",53.2,4,8,1,9.9,17.7,12.2,3.2,3536.5,12600.5,26630
31128,"Caujac",57.25,4,8,2,8,17.2,11.55,2.8,3550,14132.5,23300
31135,"Cazères",52.4,4,8,1,7.35,19.4,11.3,1.9,3208.5,12950,20080
31136,"Cépet",51.2,3,8,1,4.6,12.4,12.5,2.3,3593,13187,25370
31137,"Cessales",54.65,4,8,1,8.6,18.45,11.7,3,3556,13450,24640
31138,"Charlas",55.3,4,8,2,7.4,18.6,11.1,2.2,3373,13106.5,20210
31139,"Chaum",77.2,5,9,2,0.9,11.4,9.9,1.6,3285,12622,21510
31140,"Chein-Dessus",106.45,6,7.5,4,7.8,18.8,11.3,1.8,3884,14003,20480
31141,"Ciadoux",55.3,4,8,2,7.4,18.6,11.3,1.8,3884,14003,19090
31142,"Cier-de-Luchon",83.3,5,11,3,5.45,17.9,9.9,1.6,3285,12622,24930
31143,"Cier-de-Rivière",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22480
31144,"Cierp-Gaud",77.2,5,9,2,0.9,11.4,9.9,1.6,3285,12622,20750
31145,"Cintegabelle",52.1,3,7,2,9.9,19.4,11.9,3.3,3371,12963,22210
31147,"Clarac",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,23500
31148,"Clermont-le-Fort",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,34480
31149,"Colomiers",49.65,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,23690
31150,"Cornebarrieu",49.65,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,25600
31151,"Corronsac",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,32380
31153,"Couladère",52.4,4,8,1,7.35,19.4,11.3,1.9,3208.5,12950,22250
31155,"Couret",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,22190
31156,"Cox",53.2,4,8,1,9.9,17.7,12.2,3.2,3536.5,12600.5,22860
31157,"Cugnaux",46.9,3,7,1,8.8,17.9,11.5,3.3,3374,13251,23980
31158,"Cuguron",73,5,9,3,6.55,18.25,11.1,2.2,3373,13106.5,22570
31159,"Cuing",73,5,9,3,6.55,18.25,11.1,2.2,3373,13106.5,21010
31160,"Daux",51.7,3,8,1,8.6,19.4,12.5,2.3,3593,13187,27000
31161,"Deyme",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,28660
31162,"Donneville",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,26760
31163,"Drémil-Lafage",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,30000
31164,"Drudas",53.2,4,8,1,8.4,18.9,11.6,3,3834,14927,28040
31165,"Eaunes",44.85,3,8,1,8.2,18.8,11.5,3.3,3522.5,13496,24230
31166,"Empeaux",55.6,3,8,2,7.95,19.45,12.2,3.2,3536.5,12600.5,23970
31167,"Encausse-les-Thermes",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,20990
31168,"Eoux",59.5,4,6,2,6.1,18.3,11.3,1.8,3884,14003,20590
31169,"Escalquens",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,27790
31170,"Escanecrabe",55.3,4,8,2,7.4,18.6,11.3,1.8,3884,14003,19790
31171,"Espanès",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,31340
31173,"Esperce",51.65,3.5,8,2,8,17.2,11.55,2.8,3522.5,13496,24620
31174,"Estadens",106.45,6,7.5,4,7.8,18.8,11.3,1.8,3884,14003,22220
31175,"Estancarbon",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,23260
31176,"Esténos",77.2,5,9,2,0.9,11.4,9.9,1.6,3285,12622,20980
31177,"Eup",77.2,5,9,2,0.9,11.4,9.9,1.6,3285,12622,23820
31178,"Fabas",59.5,4,6,2,7.35,19.4,11.3,1.9,3884,14003,20310
31179,"Faget",63.1,4,8,2,8.6,18.45,11.8,1.9,3455,13217,25640
31180,"Falga",48.5,3,7,1,9.5,17.6,11.4,4.6,3605,15422,23560
31181,"Fauga",44.85,3,8,1,8.2,18.8,11.5,3.3,3522.5,13496,24080
31182,"Fenouillet",51.2,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,22940
31183,"Figarol",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,21590
31184,"Flourens",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,29110
31185,"Folcarde",33.35,3,5.5,1,12.8,24,11.7,3,3556,13450,24870
31186,"Fonbeauzard",51.2,3,8,1,4.6,12.4,11.3,3.6,3378,12998.5,23240
31187,"Fonsorbes",49.9,3,8,2,8.2,18.8,11.5,3.3,3522.5,13496,25650
31188,"Fontenilles",49.9,3,8,2,8.2,18.8,11.5,3.3,3522.5,13496,27860
31189,"Forgues",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,25100
31190,"Fos",77.2,5,9,2,5.45,17.9,9.9,1.6,3285,12622,19960
31191,"Fougaron",85.95,5,10,3,7.8,18.8,11.3,1.8,3884,14003,23300
31192,"Fourquevaux",54.65,4,8,1,9.9,19.4,12.1,2.9,3982,14329.5,28610
31193,"Fousseret",52.4,4,8,1,7.35,19.4,11.3,1.9,3664,13465,22000
31194,"Francarville",63.1,4,8,2,8.6,18.45,11.8,1.9,3455,13217,24870
31196,"Francon",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3884,14003,23340
31197,"Franquevielle",73,5,9,3,6.55,18.25,11.1,2.2,3373,13106.5,23630
31198,"Fréchet",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,22700
31199,"Fronsac",77.2,5,9,2,0.9,11.4,11.1,2.2,3373,13106.5,22450
31202,"Fronton",53,4,8,2,8.6,19.4,12.5,2.3,3593,13187,24760
31203,"Frouzins",46.9,3,7,1,8.8,17.9,11.5,3.3,3374,13251,25080
31205,"Gagnac-sur-Garonne",51.2,3,8,1,8.6,19.4,12.5,2.3,3593,13187,25090
31206,"Gaillac-Toulza",57.25,4,8,2,8,17.2,11.55,2.8,3550,14132.5,22130
31208,"Ganties",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,21110
31209,"Garac",57,4,9,2,9.9,17.7,12.2,3.2,3536.5,12600.5,24490
31210,"Gardouch",54.65,4,8,1,8.4,18.35,11.7,3,3556,13450,25010
31211,"Gargas",51.6,3,9,1,4.6,12.4,12.5,2.3,3593,13187,26590
31212,"Garidech",51.6,3,9,1,4.6,12.4,12.1,2.9,3982,14329.5,27280
31213,"Garin",103.8,7,13,4,4.4,12.2,6.8,1.8,3285,12622,22650
31215,"Gauré",51.6,3,9,1,9.5,19.4,12.1,2.9,3982,14329.5,28450
31216,"Gémil",51.6,3,9,1,4.6,12.4,13,2.9,3982,14329.5,27930
31218,"Gensac-de-Boulogne",68.35,4,9,2,7.4,18.6,11.2,2.2,3522.5,13426.5,15630
31219,"Gensac-sur-Garonne",52.4,4,8,1,7.35,19.4,11.3,1.9,3664,13465,22750
31220,"Gibel",48.5,3,7,1,7.85,18.1,11.9,3.3,3371,12963,23400
31224,"Gourdan-Polignan",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,19760
31225,"Goutevernisse",74.7,5,10,3,7.35,19.4,11.3,1.9,3664,13465,22950
31227,"Goyrans",46.9,3,7,1,8.8,17.9,11.5,3.3,3374,13251,38740
31228,"Gragnague",51.6,3,9,1,4.6,12.4,12.1,2.9,3982,14329.5,28720
31229,"Gratens",47,3,7,2,7.95,19.45,11.9,2.5,3664,13465,24140
31230,"Gratentour",51.2,3,8,1,4.6,12.4,11.3,3.6,3378,12998.5,25020
31231,"Grazac",51.65,3.5,8,2,8,17.2,11.55,2.8,3982,14329.5,23640
31232,"Grenade",51.7,3,8,1,8.6,19.4,12.5,2.3,3593,13187,23810
31233,"Grépiac",51.65,3.5,8,2,9.5,19.4,12.1,2.9,3982,14329.5,25750
31234,"Grès",53.2,4,8,1,8.4,18.9,11.6,3,3834,14927,25150
31237,"His",64.85,4,9,2,7.8,18.8,11.3,1.8,3884,14003,19320
31238,"Huos",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,20310
31239,"Isle-en-Dodon",59.5,4,6,2,9.4,18.1,11.7,3.6,3448.5,13400,19930
31240,"Issus",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,27490
31241,"Izaut-de-l'Hôtel",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,21710
31244,"Juzet-de-Luchon",73.2,4,9,2,5.45,17.9,9.9,1.6,3285,12622,21820
31245,"Juzet-d'Izaut",106.45,6,7.5,4,7.8,18.8,11.3,1.8,3884,14003,21040
31246,"Labarthe-Inard",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,21970
31247,"Labarthe-Rivière",58.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,23030
31248,"Labarthe-sur-Lèze",46.9,3,7,1,8.8,17.9,11.5,3.3,3374,13251,24260
31249,"Labastide-Beauvoir",54.65,4,8,1,9.9,19.4,11.7,3,3556,13450,25880
31250,"Labastide-Clermont",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,22950
31251,"Labastide-Paumès",59.5,4,6,2,7.35,19.4,11.3,1.9,3884,14003,19620
31252,"Labastide-Saint-Sernin",51.6,3,9,1,4.6,12.4,11.3,3.6,3378,12998.5,27030
31253,"Labastidette",48.8,3,8,1,8.2,18.8,11.5,3.3,3522.5,13496,24760
31254,"Labège",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,26350
31255,"Labroquère",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22270
31256,"Labruyère-Dorsa",52.1,3,7,2,9.5,19.4,12.1,2.9,3982,14329.5,28110
31258,"Lacaugne",51.7,4,8,2,8,17.2,11.55,2.8,3664,13465,23740
31259,"Lacroix-Falgarde",46.9,3,7,1,8.8,17.9,11.5,3.3,3374,13251,31270
31261,"Lafitte-Vigordane",47,3,7,2,7.6,18,11.9,2.5,3664,13465,25180
31262,"Lagarde",54.65,4,8,1,8.4,18.35,11.7,3,3556,13450,24870
31263,"Lagardelle-sur-Lèze",51.65,3.5,8,2,8.8,17.9,11.5,3.3,3374,13251,24980
31264,"Lagrâce-Dieu",51.65,3.5,8,2,8.2,18.8,11.5,3.3,3522.5,13496,24330
31265,"Lagraulet-Saint-Nicolas",53.2,4,8,1,8.4,18.9,11.6,3,3834,14927,22000
31266,"Lahage",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,25280
31268,"Lalouret-Laffiteau",55.3,4,8,2,7.4,18.6,11.1,2.2,3373,13106.5,22630
31269,"Lamasquère",49.9,3,8,2,8.2,18.8,11.5,3.3,3522.5,13496,25620
31270,"Landorthe",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,25120
31271,"Lanta",54.65,4,8,1,8.6,18.45,11.7,3,3556,13450,27130
31273,"Lapeyrouse-Fossat",51.6,3,9,1,4.6,12.4,11.3,3.6,3378,12998.5,30580
31274,"Larcan",65.3,4,8,2,7.4,18.6,11.1,2.2,3373,13106.5,23100
31275,"Laréole",53.2,4,8,1,9.9,17.7,12.2,3.2,3536.5,12600.5,23310
31276,"Larroque",68.35,4,9,2,7.4,18.6,11.1,2.2,3373,13106.5,18950
31277,"Lasserre-Pradère",51.7,3,8,1,8.4,18.1,11.3,3.6,3378,12998.5,27610
31278,"Latoue",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,21890
31280,"Latrape",51.7,4,8,2,8,17.2,11.55,2.8,3664,13465,22730
31281,"Launac",51.7,3,8,1,8.4,18.9,11.6,3,3834,14927,24140
31282,"Launaguet",51.2,3,8,1,4.6,12.4,11.3,3.6,3378,12998.5,23290
31283,"Lautignac",55.6,3,8,2,7.95,19.45,11.9,2.5,3664,13465,23130
31284,"Lauzerville",52.5,4,7,1,9.5,19.4,12.1,2.9,3982,14329.5,33820
31285,"Lavalette",51.6,3,9,1,9.5,19.4,12.1,2.9,3982,14329.5,31140
31286,"Lavelanet-de-Comminges",52.4,4,8,1,7.35,19.4,11.3,1.9,3664,13465,22740
31287,"Lavernose-Lacasse",48.8,3,8,1,8.2,18.8,11.5,3.3,3522.5,13496,24630
31288,"Layrac-sur-Tarn",54.1,4,9,2,4.6,12.4,13,3,3239.5,12941.5,24080
31289,"Lécussan",73,5,9,3,6.45,16.15,11.2,2.2,3522.5,13426.5,21370
31291,"Léguevin",49.9,3,8,2,8.2,18.8,11.5,3.3,3522.5,13496,26280
31293,"Lespinasse",51.2,3,8,1,8.6,19.4,12.5,2.3,3593,13187,24570
31296,"Lestelle-de-Saint-Martory",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,20840
31297,"Lévignac",51.7,3,8,1,8.6,19.4,12.5,2.3,3593,13187,27650
31299,"Lherm",48.8,3,8,1,7.6,18,11.9,2.5,3664,13465,25030
31300,"Lieoux",73,6,9,3,6.1,18.3,11.3,1.8,3884,14003,21550
31301,"Lilhac",55.3,4,8,2,7.4,18.6,11.3,1.8,3884,14003,20380
31302,"Lodes",58.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22510
31303,"Longages",47,3,7,2,7.6,18,11.9,2.5,3664,13465,23810
31304,"Loubens-Lauragais",63.1,4,8,2,8.6,18.45,11.8,1.9,3455,13217,26040
31305,"Loudet",73,5,9,3,6.55,18.25,11.1,2.2,3373,13106.5,22040
31306,"Lourde",77.2,5,9,2,0.9,11.4,11.1,2.2,3373,13106.5,22870
31309,"Lussan-Adeilhac",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3884,14003,25170
31310,"Lux",33.35,3,5.5,1,8.6,18.45,11.7,3,3556,13450,24400
31311,"Magdelaine-sur-Tarn",54.1,4,9,2,4.6,12.4,13,2.3,3593,13187,22710
31313,"Malvezie",58.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22750
31314,"Mancioux",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,23860
31315,"Mane",79.8,5,10,3,6.1,18.3,11.3,1.8,3884,14003,21030
31316,"Marignac",77.2,5,9,2,5.45,17.9,9.9,1.6,3285,12622,20820
31317,"Marignac-Lasclares",47,3,7,2,7.95,19.45,11.3,1.9,3664,13465,22950
31318,"Marignac-Laspeyres",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3884,14003,25150
31319,"Marliac",60,4,9,2,8,17.2,11.55,2.8,3550,14132.5,23320
31320,"Marquefave",51.7,4,8,2,7.6,18,11.9,2.5,3664,13465,24070
31321,"Marsoulas",79.8,5,10,3,8.7,20.45,11.3,1.9,3884,14003,22870
31323,"Martres-de-Rivière",63.5,4,9,2,6.55,18.25,11.1,2.2,3373,13106.5,22840
31324,"Martres-Tolosane",53.5,3,8,1.5,7.35,19.4,11.3,1.9,3884,14003,20830
31325,"Mascarville",63.1,4,8,2,8.6,18.45,11.7,3,3556,13450,26380
31326,"Massabrac",57.25,4,8,2,8,17.2,11.55,2.8,3522.5,13496,21010
